id,title_english,title_romaji,title_native,format,status,episodes,season,season_year,average_score,mean_score,popularity,favourites,genres,tags,tag_categories,main_studio
5114,Fullmetal Alchemist: Brotherhood,Hagane no Renkinjutsushi: FULLMETAL ALCHEMIST,鋼の錬金術師 FULLMETAL ALCHEMIST,TV,FINISHED,64,SPRING,2009,90,90,684380,67440,Action|Adventure|Drama|Fantasy,Alchemy|Military|War|Shounen|Politics|Male Protagonist|Philosophy|Ensemble Cast|Coming of Age|Super Power|Steampunk|Cyborg|Revenge|Disability|Necromancy|Travel|Anachronism|Religion|Primarily Male Cast|Orphan|Body Horror|Slapstick|Urban Fantasy|Kuudere|Tomboy|Shapeshifting|Guns|Chibi|Swordplay|Adoption|Trains|Heterosexual|Desert|Tanned Skin|Tsundere|Crossdressing|Snowscape,Theme-Fantasy|Theme-Other-Organisations|Theme-Other|Demographic|Theme-Other|Cast-Main Cast|Theme-Other|Cast-Main Cast|Theme-Drama|Theme-Fantasy|Theme-Fantasy|Cast-Traits|Theme-Drama|Cast-Traits|Theme-Fantasy|Theme-Other|Setting-Time|Theme-Other|Cast-Main Cast|Cast-Traits|Theme-Other|Theme-Comedy|Setting-Universe|Cast-Traits|Cast-Traits|Theme-Fantasy|Theme-Action|Theme-Other|Theme-Action|Theme-Other|Theme-Other-Vehicle|Theme-Romance|Setting-Scene|Cast-Traits|Cast-Traits|Cast-Traits|Setting-Scene,bones
20,Naruto,NARUTO,NARUTO -ナルト-,TV,FINISHED,220,FALL,2002,80,80,680571,39354,Action|Adventure|Comedy|Drama|Fantasy|Supernatural,Ninja|Shounen|Coming of Age|Male Protagonist|Orphan|Super Power|Martial Arts|Found Family|Primarily Child Cast|Ensemble Cast|Battle Royale|Bullying|Slapstick|Primarily Teen Cast|Achronological Order|Anachronism|Heterosexual|Unrequited Love|Travel|Gender Bending|School|Assassins|Love Triangle,Cast-Traits|Demographic|Theme-Drama|Cast-Main Cast|Cast-Traits|Theme-Fantasy|Theme-Action|Theme-Other|Cast-Main Cast|Cast-Main Cast|Theme-Action|Theme-Drama|Theme-Comedy|Cast-Main Cast|Setting-Time|Setting-Time|Theme-Romance|Theme-Romance|Theme-Other|Theme-Other|Setting-Scene|Theme-Other-Organisations|Theme-Romance,Studio Pierrot
11757,Sword Art Online,Sword Art Online,ソードアート・オンライン,TV,FINISHED,25,SUMMER,2012,70,70,677422,24860,Action|Adventure|Fantasy|Romance,Virtual World|Video Games|Male Protagonist|Swordplay|Primarily Teen Cast|Heterosexual|Isekai|Urban Fantasy|Primarily Female Cast|Female Harem|Artificial Intelligence|Fairy|Found Family|Prison|Time Skip|Travel|Fishing|Medieval,Setting-Universe|Theme-Game|Cast-Main Cast|Theme-Action|Cast-Main Cast|Theme-Romance|Theme-Fantasy|Setting-Universe|Cast-Main Cast|Theme-Romance|Cast-Traits|Cast-Traits|Theme-Other|Setting-Scene|Setting-Time|Theme-Other|Theme-Game-Sport|Setting-Time,A-1 Pictures
21519,Your Name.,Kimi no Na wa.,君の名は。,MOVIE,FINISHED,1,SUMMER,2016,86,86,671957,43404,Drama|Romance|Supernatural,Body Swapping|Urban Fantasy|Coming of Age|Memory Manipulation|Environmental|Urban|Rural|Gender Bending|Heterosexual|Primarily Teen Cast|Mythology|Male Protagonist|Alternate Universe|Trains|Shrine Maiden|School|Female Protagonist,Theme-Fantasy|Setting-Universe|Theme-Drama|Theme-Other|Theme-Other|Setting-Scene|Setting-Scene|Theme-Other|Theme-Romance|Cast-Main Cast|Theme-Fantasy|Cast-Main Cast|Setting-Universe|Theme-Other-Vehicle|Cast-Traits|Setting-Scene|Cast-Main Cast,CoMix Wave
20954,A Silent Voice,Koe no Katachi,聲の形,MOVIE,FINISHED,1,SUMMER,2016,88,88,668009,55967,Drama|Romance|Slice of Life,Disability|Bullying|Rehabilitation|Language Barrier|Coming of Age|Male Protagonist|Primarily Teen Cast|School|Time Skip|POV|Heterosexual|Female Protagonist|Urban|Shounen|Philosophy,Cast-Traits|Theme-Drama|Theme-Drama|Theme-Other|Theme-Drama|Cast-Main Cast|Cast-Main Cast|Setting-Scene|Setting-Time|Technical|Theme-Romance|Cast-Main Cast|Setting-Scene|Demographic|Theme-Other,Kyoto Animation
99147,Attack on Titan Season 3,Shingeki no Kyojin Season 3,進撃の巨人 Season３,TV,FINISHED,12,SUMMER,2018,86,86,648218,20257,Action|Drama|Fantasy|Mystery,Military|Tragedy|Shapeshifting|Dystopian|Male Protagonist|Revenge|Henshin|Medieval|Super Power|Kaiju|Gore|Survival|Shounen|Guns|Ensemble Cast|Anti-Hero|Primarily Male Cast|Yandere|CGI|Steampunk|Swordplay|Primarily Adult Cast|Kuudere,Theme-Other-Organisations|Theme-Drama|Theme-Fantasy|Setting-Time|Cast-Main Cast|Theme-Drama|Theme-Fantasy|Setting-Time|Theme-Fantasy|Theme-Fantasy|Theme-Other|Theme-Other|Demographic|Theme-Action|Cast-Main Cast|Cast-Main Cast|Cast-Main Cast|Cast-Traits|Technical|Theme-Fantasy|Theme-Action|Cast-Main Cast|Cast-Traits,WIT STUDIO
21856,My Hero Academia Season 2,Boku no Hero Academia 2,僕のヒーローアカデミア２,TV,FINISHED,25,SPRING,2017,80,80,624400,12776,Action|Adventure|Comedy,Super Power|Superhero|Shounen|Primarily Teen Cast|School|Male Protagonist|Ensemble Cast|Urban Fantasy|Cultivation|Primarily Male Cast|Bar|Bisexual,Theme-Fantasy|Theme-Fantasy|Demographic|Cast-Main Cast|Setting-Scene|Cast-Main Cast|Cast-Main Cast|Setting-Universe|Theme-Fantasy|Cast-Main Cast|Setting-Scene|Cast-Traits,bones
110277,Attack on Titan Final Season,Shingeki no Kyojin: The Final Season,進撃の巨人 The Final Season,TV,FINISHED,16,WINTER,2021,87,87,605777,28745,Action|Drama|Fantasy|Mystery,Military|Kaiju|Anti-Hero|Revenge|Politics|Dystopian|Survival|Ensemble Cast|Shapeshifting|Male Protagonist|Super Power|Primarily Male Cast|Shounen|Steampunk|Henshin|Coastal|Swordplay|Primarily Adult Cast|Terrorism|Gore|CGI|Foreign|Guns|Matriarchy|Rotoscoping|Dissociative Identities|Rural|Kuudere,Theme-Other-Organisations|Theme-Fantasy|Cast-Main Cast|Theme-Drama|Theme-Other|Setting-Time|Theme-Other|Cast-Main Cast|Theme-Fantasy|Cast-Main Cast|Theme-Fantasy|Cast-Main Cast|Demographic|Theme-Fantasy|Theme-Fantasy|Setting-Scene|Theme-Action|Cast-Main Cast|Theme-Other|Theme-Other|Technical|Setting-Scene|Theme-Action|Setting|Technical|Cast-Traits|Setting-Scene|Cast-Traits,MAPPA
101759,The Promised Neverland,Yakusoku no Neverland,約束のネバーランド,TV,FINISHED,12,WINTER,2019,84,84,604842,25565,Drama|Fantasy|Horror|Mystery|Psychological|Thriller,Primarily Child Cast|Orphan|Tragedy|Found Family|Coming of Age|Female Protagonist|Gore|Ensemble Cast|Shounen|Tanned Skin|Male Protagonist,Cast-Main Cast|Cast-Traits|Theme-Drama|Theme-Other|Theme-Drama|Cast-Main Cast|Theme-Other|Cast-Main Cast|Demographic|Cast-Traits|Cast-Main Cast,CloverWorks
20755,Assassination Classroom,Ansatsu Kyoushitsu,暗殺教室,TV,FINISHED,22,WINTER,2015,79,79,595276,21327,Action|Comedy|Drama|Supernatural,Assassins|School|Teacher|Primarily Teen Cast|Shounen|Ensemble Cast|Aliens|Tentacles|Anti-Hero|Super Power|Guns|Episodic|Male Protagonist|Bullying|Found Family|Baseball|School Club|Tragedy,Theme-Other-Organisations|Setting-Scene|Cast-Traits|Cast-Main Cast|Demographic|Cast-Main Cast|Cast-Traits|Sexual Content|Cast-Main Cast|Theme-Fantasy|Theme-Action|Technical|Cast-Main Cast|Theme-Drama|Theme-Other|Theme-Game-Sport|Setting-Scene|Theme-Drama,Lerche
21507,Mob Psycho 100,Mob Psycho 100,モブサイコ100,TV,FINISHED,12,SUMMER,2016,84,84,589472,34296,Action|Comedy|Drama|Psychological|Slice of Life|Supernatural,Super Power|Coming of Age|Urban Fantasy|Philosophy|Ghost|Primarily Teen Cast|Male Protagonist|Satire|Parody|Urban|Surreal Comedy|Shounen|Exorcism|Disability|Primarily Male Cast|School|Slapstick|Demons|Delinquents|School Club|Bullying|Fitness|Gangs|Cult|Family Life|Unrequited Love|Curses,Theme-Fantasy|Theme-Drama|Setting-Universe|Theme-Other|Cast-Traits|Cast-Main Cast|Cast-Main Cast|Theme-Comedy|Theme-Comedy|Setting-Scene|Theme-Comedy|Demographic|Theme-Fantasy|Cast-Traits|Cast-Main Cast|Setting-Scene|Theme-Comedy|Cast-Traits|Cast-Traits|Setting-Scene|Theme-Drama|Theme-Game-Sport|Theme-Other-Organisations|Theme-Other-Organisations|Theme-Slice of Life|Theme-Romance|Theme-Fantasy,bones
20665,Your lie in April,Shigatsu wa Kimi no Uso,四月は君の嘘,TV,FINISHED,22,FALL,2014,84,84,578809,34482,Drama|Music|Romance|Slice of Life,Classical Music|Primarily Teen Cast|Coming of Age|Rehabilitation|Male Protagonist|Female Protagonist|Shounen|Heterosexual|Tsundere|Philosophy|School|Unrequited Love|Slapstick|Tomboy|Ancient China|CGI,Theme-Arts-Music|Cast-Main Cast|Theme-Drama|Theme-Drama|Cast-Main Cast|Cast-Main Cast|Demographic|Theme-Romance|Cast-Traits|Theme-Other|Setting-Scene|Theme-Romance|Theme-Comedy|Cast-Traits|Setting-Time|Technical,A-1 Pictures
104578,Attack on Titan Season 3 Part 2,Shingeki no Kyojin Season 3 Part 2,進撃の巨人 Season３ Part.2,TV,FINISHED,10,SPRING,2019,90,90,576960,30131,Action|Drama|Fantasy|Mystery,Military|Tragedy|Survival|Shapeshifting|Super Power|Shounen|Ensemble Cast|Revenge|Henshin|Medieval|Male Protagonist|Gore|Primarily Adult Cast|Anti-Hero|Steampunk|Primarily Male Cast|Swordplay|CGI|Dissociative Identities|Drugs|Kuudere|Kaiju,Theme-Other-Organisations|Theme-Drama|Theme-Other|Theme-Fantasy|Theme-Fantasy|Demographic|Cast-Main Cast|Theme-Drama|Theme-Fantasy|Setting-Time|Cast-Main Cast|Theme-Other|Cast-Main Cast|Cast-Main Cast|Theme-Fantasy|Cast-Main Cast|Theme-Action|Technical|Cast-Traits|Theme-Other|Cast-Traits|Theme-Fantasy,WIT STUDIO
127230,Chainsaw Man,Chainsaw Man,チェンソーマン,TV,FINISHED,12,FALL,2022,83,83,576232,32311,Action|Drama|Horror|Supernatural,Demons|Monster Boy|Urban Fantasy|Male Protagonist|Gore|Tragedy|Shapeshifting|Body Horror|Psychosexual|Urban|Henshin|Shounen|Monster Girl|Primarily Adult Cast|Anthropomorphism|Heterosexual|Yakuza|Found Family|Crime|CGI|Homeless|Police|POV|Nudity,Cast-Traits|Cast-Traits|Setting-Universe|Cast-Main Cast|Theme-Other|Theme-Drama|Theme-Fantasy|Theme-Other|Theme-Other|Setting-Scene|Theme-Fantasy|Demographic|Cast-Traits|Cast-Main Cast|Cast-Traits|Theme-Romance|Theme-Other-Organisations|Theme-Other|Theme-Other|Technical|Cast-Traits|Theme-Other-Organisations|Technical|Cast-Traits,MAPPA
21355,Re:ZERO -Starting Life in Another World-,Re:Zero kara Hajimeru Isekai Seikatsu,Re:ゼロから始める異世界生活,TV,FINISHED,25,SPRING,2016,81,81,575136,33545,Action|Adventure|Drama|Fantasy|Psychological|Romance|Thriller,Time Manipulation|Isekai|Time Loop|Tragedy|Male Protagonist|Alternate Universe|Medieval|Curses|Witch|Magic|Gore|Body Horror|Heterosexual|Maids|Politics|Elf|Primarily Female Cast|Twins|Femboy|Kemonomimi|Travel|Butler|Coming of Age|Kuudere|CGI|Tomboy|Dragons|Nekomimi,Theme-Sci-Fi|Theme-Fantasy|Theme-Sci-Fi|Theme-Drama|Cast-Main Cast|Setting-Universe|Setting-Time|Theme-Fantasy|Cast-Traits|Theme-Fantasy|Theme-Other|Theme-Other|Theme-Romance|Cast-Traits|Theme-Other|Cast-Traits|Cast-Main Cast|Cast-Traits|Cast-Traits|Cast-Traits|Theme-Other|Cast-Traits|Theme-Drama|Cast-Traits|Technical|Cast-Traits|Cast-Traits|Cast-Traits,WHITE FOX
21234,ERASED,Boku dake ga Inai Machi,僕だけがいない街,TV,FINISHED,12,WINTER,2016,81,81,574546,25796,Drama|Mystery|Psychological|Supernatural|Thriller,Age Regression|Time Manipulation|Crime|Urban Fantasy|Time Skip|Male Protagonist|Primarily Child Cast|Detective|Snowscape|Ensemble Cast|Super Power|Seinen|School|Revenge|Teacher|Rural|Heterosexual|Bullying|Kuudere|CGI,Cast-Traits|Theme-Sci-Fi|Theme-Other|Setting-Universe|Setting-Time|Cast-Main Cast|Cast-Main Cast|Cast-Traits|Setting-Scene|Cast-Main Cast|Theme-Fantasy|Demographic|Setting-Scene|Theme-Drama|Cast-Traits|Setting-Scene|Theme-Romance|Theme-Drama|Cast-Traits|Technical,A-1 Pictures
1735,Naruto: Shippuden,NARUTO: Shippuuden,NARUTO -ナルト- 疾風伝,TV,FINISHED,500,WINTER,2007,82,82,573361,44793,Action|Adventure|Comedy|Drama|Fantasy|Supernatural,Ninja|Shounen|Super Power|Male Protagonist|Revenge|Orphan|Coming of Age|Martial Arts|Criminal Organization|Conspiracy|Philosophy|Cultivation|Ensemble Cast|Fugitive|Military|Achronological Order|Swordplay|Anti-Hero|Anachronism|Travel|Unrequited Love|Shapeshifting|Gender Bending|Slapstick,Cast-Traits|Demographic|Theme-Fantasy|Cast-Main Cast|Theme-Drama|Cast-Traits|Theme-Drama|Theme-Action|Theme-Other-Organisations|Theme-Drama|Theme-Other|Theme-Fantasy|Cast-Main Cast|Theme-Action|Theme-Other-Organisations|Setting-Time|Theme-Action|Cast-Main Cast|Setting-Time|Theme-Other|Theme-Romance|Theme-Fantasy|Theme-Other|Theme-Comedy,Studio Pierrot
100166,My Hero Academia Season 3,Boku no Hero Academia 3,僕のヒーローアカデミア３,TV,FINISHED,25,SPRING,2018,79,79,571935,11955,Action|Adventure|Comedy|Drama,Superhero|Super Power|Shounen|Primarily Teen Cast|Cultivation|Urban Fantasy|School|Ensemble Cast|Male Protagonist|Primarily Male Cast|Tomboy|Heterosexual|Bar|Bisexual|CGI|Transgender|LGBTQ+ Themes,Theme-Fantasy|Theme-Fantasy|Demographic|Cast-Main Cast|Theme-Fantasy|Setting-Universe|Setting-Scene|Cast-Main Cast|Cast-Main Cast|Cast-Main Cast|Cast-Traits|Theme-Romance|Setting-Scene|Cast-Traits|Technical|Cast-Traits|Theme-Other,bones
9253,Steins;Gate,Steins;Gate,シュタインズ・ゲート,TV,FINISHED,24,SPRING,2011,89,89,559702,53200,Drama|Psychological|Sci-Fi|Thriller,Time Manipulation|Time Loop|Male Protagonist|Urban|Primarily Adult Cast|Philosophy|Denpa|Chuunibyou|Dissociative Identities|Tsundere|Otaku Culture|Heterosexual|Kuudere|Ensemble Cast|Femboy|Amnesia|Seinen|Gender Bending|Maids|Trains|Shrine Maiden|Clone,Theme-Sci-Fi|Theme-Sci-Fi|Cast-Main Cast|Setting-Scene|Cast-Main Cast|Theme-Other|Theme-Other|Cast-Traits|Cast-Traits|Cast-Traits|Theme-Other|Theme-Romance|Cast-Traits|Cast-Main Cast|Cast-Traits|Cast-Traits|Demographic|Theme-Other|Cast-Traits|Theme-Other-Vehicle|Cast-Traits|Cast-Traits,WHITE FOX
20464,HAIKYU!!,Haikyuu!!,ハイキュー!!,TV,FINISHED,25,SPRING,2014,84,84,554637,37434,Comedy|Drama|Sports,Volleyball|School Club|Male Protagonist|Primarily Male Cast|Shounen|Ensemble Cast|Primarily Teen Cast|School|Coming of Age|Fitness|Kuudere,Theme-Game-Sport|Setting-Scene|Cast-Main Cast|Cast-Main Cast|Demographic|Cast-Main Cast|Cast-Main Cast|Setting-Scene|Theme-Drama|Theme-Game-Sport|Cast-Traits,Production I.G
101291,Rascal Does Not Dream of Bunny Girl Senpai,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,青春ブタ野郎はバニーガール先輩の夢を見ない,TV,FINISHED,13,FALL,2018,81,81,542169,31244,Comedy|Drama|Mystery|Psychological|Romance|Supernatural,Urban Fantasy|Primarily Teen Cast|Heterosexual|Male Protagonist|Coming of Age|Primarily Female Cast|Kuudere|School|Urban|Hikikomori|Acting|Tsundere|Female Harem|Love Triangle|Idol|Clone|Chuunibyou,Setting-Universe|Cast-Main Cast|Theme-Romance|Cast-Main Cast|Theme-Drama|Cast-Main Cast|Cast-Traits|Setting-Scene|Setting-Scene|Cast-Traits|Theme-Arts|Cast-Traits|Theme-Romance|Theme-Romance|Cast-Traits|Cast-Traits|Cast-Traits,CloverWorks
97940,Black Clover,Black Clover,ブラッククローバー,TV,FINISHED,170,FALL,2017,79,79,541587,30126,Action|Adventure|Comedy|Fantasy,Magic|Shounen|Found Family|Male Protagonist|Super Power|Ensemble Cast|Orphan|Demons|Estranged Family|Medieval|Swordplay|Class Struggle|Heterosexual|Bullying|Cultivation|Kuudere|Henshin|Love Triangle|Politics|Tsundere|Disability|Travel|Nun|Food|Espionage|Curses|Dungeon|Suicide|Episodic|War|Tomboy|Coming of Age|Philosophy|Nudity,Theme-Fantasy|Demographic|Theme-Other|Cast-Main Cast|Theme-Fantasy|Cast-Main Cast|Cast-Traits|Cast-Traits|Cast-Main Cast|Setting-Time|Theme-Action|Theme-Drama|Theme-Romance|Theme-Drama|Theme-Fantasy|Cast-Traits|Theme-Fantasy|Theme-Romance|Theme-Other|Cast-Traits|Cast-Traits|Theme-Other|Cast-Traits|Theme-Arts|Theme-Action|Theme-Fantasy|Setting-Scene|Theme-Drama|Technical|Theme-Other|Cast-Traits|Theme-Drama|Theme-Other|Cast-Traits,Studio Pierrot
